bgt_name,polygon,x_min,y_max,x_max,y_min
rijbaan_lokale_weg,"[[114803.267, 484996.386], [114803.502, 484995.619], [114803.665, 484995.669], [114803.637, 484992.725], [114792.725, 484989.219], [114790.765, 484991.508], [114790.927, 484991.56], [114790.678, 484992.311], [114796.807, 484994.295], [114803.267, 484996.386]]",114790.678,484996.386,114803.665,484989.219
rijbaan_lokale_weg,"[[114881.887, 485021.72], [114810.016, 484998.575], [114809.146, 484998.295], [114807.684, 484997.814], [114803.267, 484996.386], [114796.807, 484994.295], [114795.623, 484997.945], [114801.563, 484999.857], [114806.621, 485001.452], [114808.05, 485001.945], [114818.03, 485005.142], [114896.69, 485030.505], [114897.863, 485026.867], [114891.547, 485024.837], [114881.887, 485021.72]]",114795.623,485030.505,114897.863,484994.295
rijbaan_lokale_weg,"[[114780.607, 484989.102], [114709.391, 484966.195], [114704.076, 484964.485], [114704.016, 484964.47], [114703.841, 484964.409], [114697.363, 484962.333], [114695.602, 484967.807], [114707.162, 484971.519], [114719.295, 484975.416], [114719.695, 484974.022], [114719.711452, 484973.9824384], [114719.7311198, 484973.9443731], [114719.7538686, 484973.908065], [114719.7795424, 484973.8737628], [114719.8079655, 484973.8417016], [114719.8389429, 484973.8121012], [114719.8722624, 484973.7851643], [114719.9076957, 484973.7610755], [114719.945, 484973.74], [114719.9859634, 484973.721247], [114720.0284025, 484973.7061271], [114720.0719955, 484973.6947551], [114720.1164124, 484973.687217], [114720.1613165, 484973.68357], [114720.2063676, 484973.6838416], [114720.2512245, 484973.6880299], [114720.2955472, 484973.6961031], [114720.339, 484973.708], [114795.623, 484997.945], [114796.807, 484994.295], [114790.678, 484992.311], [114780.607, 484989.102]]",114695.602,484997.945,114796.807,484962.333
rijbaan_lokale_weg,"[[114798.344, 485009.538], [114703.959, 484979.168], [114703.421, 484978.995], [114703.3160735, 484978.9541172], [114703.2142426, 484978.9060397], [114703.116, 484978.851], [114703.0526764, 484978.8105305], [114702.991299, 484978.767166], [114702.932, 484978.721], [114699.674, 484975.772], [114693.569, 484973.801], [114691.813, 484979.284], [114698.204, 484981.331], [114702.481, 484982.699], [114706.844, 484984.094], [114784.306, 485009.059], [114785.001, 485009.272], [114797.568, 485013.302], [114802.392, 485014.883], [114803.843, 485015.324], [114809.858, 485017.269], [114851.253, 485030.594], [114852.444, 485026.946], [114805.011, 485011.666], [114803.561, 485011.223], [114798.344, 485009.538]]",114691.813,485030.594,114852.444,484973.801
rijbaan_lokale_weg,"[[114803.613, 484990.232], [114794.396, 484987.269], [114792.725, 484989.219], [114803.637, 484992.725], [114803.613, 484990.232]]",114792.725,484992.725,114803.637,484987.269
rijbaan_lokale_weg,"[[114830.423, 484901.558], [114834.345, 484889.32], [114850.408, 484839.46], [114850.402615, 484839.3870485], [114850.402949, 484839.3138993], [114850.409, 484839.241], [114850.4207478, 484839.1687135], [114850.4381166, 484839.097568], [114850.461, 484839.028], [114851.549, 484835.577], [114851.6911992, 484835.0707021], [114851.8766839, 484834.578611], [114852.1040619, 484834.1044197], [114852.3716271, 484833.6516868], [114852.6773712, 484833.2238099], [114853.019, 484832.824], [114853.3660639, 484832.4805577], [114853.7396067, 484832.1661189], [114854.1372116, 484831.8827176], [114854.5563066, 484831.6321874], [114854.9941803, 484831.416149], [114855.448, 484831.236], [114855.8294891, 484831.1434086], [114856.2171124, 484831.0813172], [114856.6084352, 484831.0501156], [114857.001, 484831.05], [114857.0874279, 484831.0541582], [114857.17377, 484831.0598255], [114857.26, 484831.067], [114844.537, 484826.789], [114844.8668988, 484826.9928781], [114845.1772017, 484827.2254971], [114845.4654122, 484827.4849855], [114845.7292114, 484827.7692556], [114845.9664769, 484828.0760203], [114846.1752998, 484828.4028115], [114846.354, 484828.747], [114846.5024357, 484829.1094356], [114846.6174648, 484829.4838164], [114846.6981435, 484829.8670705], [114846.7438097, 484830.2560529], [114846.7540888, 484830.6475717], [114846.7288964, 484831.0384145], [114846.6684392, 484831.425374], [114846.5732132, 484831.8052749], [114846.444, 484832.175], [114844.745, 484837.471], [114844.733, 484837.506], [114828.643, 484887.526], [114824.714, 484899.743], [114797.889, 484983.019], [114803.615, 484984.861], [114808.72, 484969.148], [114811.761, 484959.771], [114815.291, 484948.757], [114816.69, 484944.412], [114830.423, 484901.558]]",114797.889,484984.861,114857.26,484826.789
rijbaan_lokale_weg,"[[114803.613, 484990.232], [114803.57, 484985.627], [114803.407, 484985.58], [114803.615, 484984.861], [114797.889, 484983.019], [114797.644, 484983.719], [114797.484, 484983.663], [114794.396, 484987.269], [114803.613, 484990.232]]",114794.396,484990.232,114803.615,484983.019
parkeervlak,"[[114778.837, 484986.536], [114710.115, 484964.467], [114705.137, 484962.869], [114704.751, 484964.081], [114704.7337552, 484964.1293946], [114704.7123515, 484964.1760991], [114704.6869522, 484964.2207567], [114704.6577514, 484964.2630265], [114704.624972, 484964.3025857], [114704.5888642, 484964.3391324], [114704.5497039, 484964.3723873], [114704.5077899, 484964.4020967], [114704.4634424, 484964.4280336], [114704.417, 484964.45], [114704.370435, 484964.4673062], [114704.3225753, 484964.4806197], [114704.2737625, 484964.4898454], [114704.2243451, 484964.4949176], [114704.174676, 484964.4958], [114704.1251097, 484964.4924862], [114704.076, 484964.485], [114709.391, 484966.195], [114780.607, 484989.102], [114780.543294, 484989.0735901], [114780.4821377, 484989.0400418], [114780.4239447, 484989.0015821], [114780.3691085, 484988.958471], [114780.318, 484988.911], [114780.2634503, 484988.8504216], [114780.2149677, 484988.7848865], [114780.173, 484988.715], [114779.273, 484986.918], [114779.2374809, 484986.8579787], [114779.1970152, 484986.8011746], [114779.1518927, 484986.7479945], [114779.1024363, 484986.6988189], [114779.049, 484986.654], [114778.9823272, 484986.6077606], [114778.9114316, 484986.5682999], [114778.837, 484986.536]]",114704.076,484989.102,114780.607,484962.869
parkeervlak,"[[114784.306, 485009.059], [114706.844, 484984.094], [114706.9028975, 484984.1174107], [114706.9594824, 484984.1459611], [114707.0133073, 484984.1794253], [114707.0639467, 484984.2175387], [114707.111, 484984.26], [114707.1554891, 484984.3081225], [114707.1953699, 484984.360128], [114707.2303053, 484984.4155767], [114707.26, 484984.474], [114708.135, 484986.291], [114708.1525869, 484986.3396759], [114708.1741411, 484986.3867298], [114708.1995149, 484986.4318387], [114708.2285342, 484986.4746934], [114708.261, 484986.515], [114708.2973826, 484986.5531509], [114708.3368511, 484986.5880997], [114708.3791247, 484986.6195977], [114708.4239026, 484986.6474209], [114708.4708661, 484986.6713711], [114708.519681, 484986.691278], [114708.57, 484986.707], [114751.423, 485000.468], [114783.217, 485010.691], [114783.637, 485009.402], [114783.6584712, 485009.3556124], [114783.6839554, 485009.3113023], [114783.7132535, 485009.2694162], [114783.7461364, 485009.2302813], [114783.7823472, 485009.1942035], [114783.8216028, 485009.1614648], [114783.8635965, 485009.132321], [114783.908, 485009.107], [114783.9545036, 485009.0856845], [114784.0027093, 485009.0685627], [114784.0522396, 485009.0557688], [114784.1027069, 485009.0474029], [114784.1537161, 485009.0435305], [114784.204868, 485009.0441818], [114784.2557621, 485009.0493518], [114784.306, 485009.059]]",114706.844,485010.691,114784.306,484984.094
parkeervlak,"[[114797.889, 484983.019], [114824.714, 484899.743], [114821.058, 484898.581], [114821.0022807, 484898.5572357], [114820.9447085, 484898.5383992], [114820.8857182, 484898.5246326], [114820.8257554, 484898.51604], [114820.7652729, 484898.5126863], [114820.7047277, 484898.5145967], [114820.644577, 484898.521757], [114820.5852751, 484898.5341129], [114820.5272701, 484898.5515712], [114820.471, 484898.574], [114820.4181718, 484898.6005151], [114820.3677802, 484898.6314109], [114820.3201875, 484898.6664653], [114820.2757362, 484898.7054261], [114820.2347458, 484898.7480131], [114820.1975112, 484898.7939201], [114820.1643001, 484898.8428169], [114820.1353515, 484898.8943518], [114820.1108734, 484898.9481541], [114820.0910421, 484899.003837], [114820.076, 484899.061], [114819.552, 484900.737], [114793.747, 484980.884], [114793.7290912, 484980.9498089], [114793.7170197, 484981.0169342], [114793.7108783, 484981.0848593], [114793.7107144, 484981.1530613], [114793.7165293, 484981.2210151], [114793.7282781, 484981.2881977], [114793.7458704, 484981.3540919], [114793.7691708, 484981.4181905], [114793.798, 484981.48], [114793.8339442, 484981.5418643], [114793.8754242, 484981.6001616], [114793.9220886, 484981.6543981], [114793.9735421, 484981.7041144], [114794.0293487, 484981.7488892], [114794.0890358, 484981.7883433], [114794.1520977, 484981.8221423], [114794.218, 484981.85], [114797.889, 484983.019]]",114793.7107144,484983.019,114824.714,484898.5126863
