bgt_name,polygon,x_min,y_max,x_max,y_min
rijbaan_lokale_weg,"[[114714.958, 484915.959], [114730.293, 484868.132], [114730.593, 484867.581], [114730.592851, 484867.5201428], [114730.5965225, 484867.4593963], [114730.604, 484867.399], [114730.6152755, 484867.3390946], [114730.6302953, 484867.2800167], [114730.649, 484867.222], [114730.719, 484867.019], [114730.909, 484866.364], [114731.728, 484863.85], [114732.347, 484861.908], [114732.696, 484860.836], [114733.041, 484859.662], [114749.895, 484807.673], [114749.8906626, 484807.5908719], [114749.8933357, 484807.5086728], [114749.903, 484807.427], [114749.9195878, 484807.3464365], [114749.9429778, 484807.2675788], [114749.973, 484807.191], [114751.607, 484802.127], [114751.8090901, 484801.686291], [114752.0494854, 484801.2652508], [114752.3262898, 484800.8672004], [114752.6373198, 484800.4952795], [114752.9801222, 484800.1524219], [114753.3519928, 484799.8413319], [114753.7499986, 484799.5644633], [114754.171, 484799.324], [114754.6109777, 484799.1221225], [114755.0671096, 484798.9600156], [114755.5358088, 484798.8389539], [114756.0133899, 484798.7598894], [114756.4960975, 484798.7234438], [114756.9801359, 484798.7299038], [114757.461699, 484798.7792184], [114757.937, 484798.871], [114757.999, 484798.886], [114758.563, 484799.071], [114763.659, 484800.743], [114763.85, 484800.805], [114763.903066, 484800.8297424], [114763.9544674, 484800.8577796], [114764.004, 484800.889], [114764.0516689, 484800.9234355], [114764.0970629, 484800.9608188], [114764.14, 484801.001], [114776.868, 484805.049], [114779.138, 484805.771], [114779.1671848, 484805.7748858], [114779.196199, 484805.7798882], [114779.225, 484805.786], [114779.2536473, 484805.79324], [114779.2819946, 484805.8015774], [114779.31, 484805.811], [114796.075, 484811.186], [114797.852, 484805.642], [114790.202, 484803.195], [114779.132, 484799.644], [114777.642, 484799.166], [114765.211, 484795.18], [114758.274, 484792.968], [114758.0342713, 484792.8592476], [114757.8044081, 484792.7309518], [114757.586, 484792.584], [114757.3773227, 484792.4165843], [114757.1835279, 484792.2321451], [114757.006, 484792.032], [114756.6, 484791.576], [114749.17, 484789.511], [114749.1603204, 484789.734886], [114749.1399717, 484789.9580554], [114749.109, 484790.18], [114749.067436, 484790.4004017], [114749.0153965, 484790.6185675], [114748.953, 484790.834], [114746.113, 484799.584], [114744.229, 484805.388], [114744.2113161, 484805.4458591], [114744.1902923, 484805.5025899], [114744.166, 484805.558], [114744.1384137, 484805.6120983], [114744.1077121, 484805.6644914], [114744.074, 484805.715], [114727.347, 484857.82], [114727.08, 484858.608], [114726.964, 484858.949], [114724.975, 484865.147], [114709.226, 484913.974], [114709.2202425, 484914.0247373], [114709.2119019, 484914.0751144], [114709.201, 484914.125], [114709.1875044, 484914.1744664], [114709.1714903, 484914.2231757], [114709.153, 484914.271], [114708.791, 484915.387], [114705.207, 484926.56], [114703.21, 484932.831], [114703.1870943, 484932.9029131], [114703.1586726, 484932.9728299], [114703.1249065, 484933.0403282], [114703.086, 484933.105], [114703.0421674, 484933.1664817], [114702.99369, 484933.2243717], [114702.9408611, 484933.2783198], [114702.884, 484933.328], [114697.289, 484951.734], [114702.703, 484953.447], [114708.89, 484934.838], [114708.8939898, 484934.8185907], [114708.8983236, 484934.7992554], [114708.903, 484934.78], [114708.907997, 484934.7609067], [114708.9133309, 484934.7419047], [114708.919, 484934.723], [114710.962, 484928.389], [114714.521, 484917.26], [114714.958, 484915.959]]",114697.289,484953.447,114797.852,484789.511
rijbaan_lokale_weg,"[[114655.642, 485099.86], [114661.87, 485080.632], [114665.074, 485070.621], [114665.428, 485069.528], [114668.955, 485058.652], [114672.185, 485048.659], [114673.831, 485043.562], [114674.594, 485041.199], [114676.898, 485034.067], [114678.584, 485028.848], [114690.902, 484990.652], [114685.16, 484988.818], [114682.631, 484996.582], [114682.6282001, 484996.6044108], [114682.6248661, 484996.6267484], [114682.621, 484996.649], [114682.6165408, 484996.6714521], [114682.6115398, 484996.6937898], [114682.606, 484996.716], [114682.255, 484997.818], [114680.755, 485002.435], [114680.362, 485003.746], [114672.863, 485026.956], [114671.164, 485032.236], [114670.477, 485034.369], [114669.957, 485035.987], [114668.844, 485039.443], [114668.114, 485041.711], [114666.443, 485046.9], [114658.994, 485069.956], [114656.14, 485078.791], [114649.904, 485098.031], [114639.727, 485129.679], [114645.458, 485131.486], [114655.642, 485099.86]]",114639.727,485131.486,114690.902,484988.818
rijbaan_lokale_weg,"[[114670.662, 484969.036], [114666.923, 484967.827], [114606.709, 484948.507], [114604.898, 484947.885], [114599.559, 484946.182], [114597.665, 484951.87], [114598.538, 484952.095], [114602.815, 484953.465], [114613.92, 484957.031], [114649.793, 484968.548], [114664.787, 484973.335], [114665.048, 484973.403], [114667.413, 484973.815], [114668.918, 484974.054], [114678.667, 484975.838], [114683.677, 484976.781], [114684.085, 484976.869], [114685.586, 484977.29], [114691.813, 484979.284], [114693.569, 484973.801], [114667.752, 484965.468], [114671.265, 484967.156], [114676.856, 484969.777], [114676.9000569, 484969.8055179], [114676.9415515, 484969.83765], [114676.9801883, 484969.8731673], [114677.0156917, 484969.9118168], [114677.0478089, 484969.953323], [114677.076311, 484969.9973901], [114677.1009947, 484970.0437041], [114677.1216844, 484970.091935], [114677.1382324, 484970.141739], [114677.1505209, 484970.1927613], [114677.1584623, 484970.2446382], [114677.162, 484970.297], [114677.161027, 484970.3508294], [114677.1554003, 484970.4043727], [114677.1451623, 484970.4572285], [114677.1303897, 484970.5090003], [114677.1111932, 484970.5592999], [114677.0877169, 484970.60775], [114677.0601367, 484970.6539873], [114677.0286596, 484970.697665], [114676.9935216, 484970.7384556], [114676.9549863, 484970.7760531], [114676.9133425, 484970.8101756], [114676.8689026, 484970.8405672], [114676.822, 484970.867], [114676.7751204, 484970.8861317], [114676.7267441, 484970.9010802], [114676.6772436, 484970.9117303], [114676.627, 484970.918], [114676.5765674, 484970.9198423], [114676.5261668, 484970.917271], [114676.4761835, 484970.9103058], [114676.427, 484970.899], [114670.662, 484969.036]]",114597.665,484979.284,114693.569,484946.182
rijbaan_lokale_weg,"[[114671.868, 484953.671], [114641.656, 484943.93], [114639.6, 484943.267], [114623.177, 484937.982], [114609.814, 484933.729], [114604.217, 484931.847], [114602.94, 484936.194], [114602.9618427, 484936.1504518], [114602.987598, 484936.109097], [114603.0170474, 484936.0702862], [114603.0499414, 484936.0343482], [114603.0860011, 484936.0015878], [114603.124921, 484935.9722826], [114603.166371, 484935.946681], [114603.21, 484935.925], [114603.2546011, 484935.9077043], [114603.300582, 484935.8945072], [114603.3475667, 484935.8855163], [114603.3951714, 484935.8808053], [114603.443007, 484935.8804126], [114603.4906827, 484935.8843414], [114603.5378087, 484935.8925596], [114603.584, 484935.905], [114604.0903783, 484935.9991301], [114604.595093, 484936.1018065], [114605.098, 484936.213], [114605.4500286, 484936.2961641], [114605.8010451, 484936.3835015], [114606.151, 484936.475], [114606.534, 484936.579], [114608.428, 484937.184], [114610.358, 484937.764], [114670.352, 484957.091], [114674.114, 484958.297], [114679.862, 484960.122], [114679.9077719, 484960.140962], [114679.9518058, 484960.1636696], [114679.9937959, 484960.1899652], [114680.0334506, 484960.2196659], [114680.0704942, 484960.2525656], [114680.1046697, 484960.2884357], [114680.1357395, 484960.327027], [114680.1634878, 484960.3680715], [114680.187722, 484960.4112842], [114680.2082736, 484960.4563647], [114680.225, 484960.503], [114680.2384477, 484960.5538766], [114680.2473434, 484960.6057431], [114680.2516173, 484960.6581931], [114680.2512358, 484960.7108156], [114680.2462021, 484960.7631982], [114680.2365555, 484960.8149303], [114680.2223717, 484960.8656066], [114680.2037618, 484960.91483], [114680.1808716, 484960.9622147], [114680.1538805, 484961.0073894], [114680.123, 484961.05], [114680.0873279, 484961.0919511], [114680.0479429, 484961.1304376], [114680.0051798, 484961.1651322], [114679.9594024, 484961.1957398], [114679.911, 484961.222], [114679.8659084, 484961.2415871], [114679.8193583, 484961.2573986], [114679.7716653, 484961.2693271], [114679.7231527, 484961.2772918], [114679.6741493, 484961.2812388], [114679.6249873, 484961.2811413], [114679.576, 484961.277], [114673.487, 484960.164], [114669.653, 484959.474], [114695.602, 484967.807], [114697.363, 484962.333], [114691.259, 484960.376], [114685.041, 484958.212], [114675.283, 484954.815], [114673.64, 484954.243], [114671.868, 484953.671]]",114602.94,484967.807,114697.363,484931.847
rijbaan_lokale_weg,"[[114780.607, 484989.102], [114709.391, 484966.195], [114704.076, 484964.485], [114704.016, 484964.47], [114703.841, 484964.409], [114697.363, 484962.333], [114695.602, 484967.807], [114707.162, 484971.519], [114719.295, 484975.416], [114719.695, 484974.022], [114719.711452, 484973.9824384], [114719.7311198, 484973.9443731], [114719.7538686, 484973.908065], [114719.7795424, 484973.8737628], [114719.8079655, 484973.8417016], [114719.8389429, 484973.8121012], [114719.8722624, 484973.7851643], [114719.9076957, 484973.7610755], [114719.945, 484973.74], [114719.9859634, 484973.721247], [114720.0284025, 484973.7061271], [114720.0719955, 484973.6947551], [114720.1164124, 484973.687217], [114720.1613165, 484973.68357], [114720.2063676, 484973.6838416], [114720.2512245, 484973.6880299], [114720.2955472, 484973.6961031], [114720.339, 484973.708], [114795.623, 484997.945], [114796.807, 484994.295], [114790.678, 484992.311], [114780.607, 484989.102]]",114695.602,484997.945,114796.807,484962.333
rijbaan_lokale_weg,"[[114798.344, 485009.538], [114703.959, 484979.168], [114703.421, 484978.995], [114703.3160735, 484978.9541172], [114703.2142426, 484978.9060397], [114703.116, 484978.851], [114703.0526764, 484978.8105305], [114702.991299, 484978.767166], [114702.932, 484978.721], [114699.674, 484975.772], [114693.569, 484973.801], [114691.813, 484979.284], [114698.204, 484981.331], [114702.481, 484982.699], [114706.844, 484984.094], [114784.306, 485009.059], [114785.001, 485009.272], [114797.568, 485013.302], [114802.392, 485014.883], [114803.843, 485015.324], [114809.858, 485017.269], [114851.253, 485030.594], [114852.444, 485026.946], [114805.011, 485011.666], [114803.561, 485011.223], [114798.344, 485009.538]]",114691.813,485030.594,114852.444,484973.801
rijbaan_lokale_weg,"[[114703.841, 484964.409], [114704.083, 484963.67], [114702.654, 484960.188], [114693.973, 484957.431], [114691.506, 484959.615], [114691.259, 484960.376], [114697.363, 484962.333], [114703.841, 484964.409]]",114691.259,484964.409,114704.083,484957.431
rijbaan_lokale_weg,"[[114695.057, 484984.108], [114686.033, 484981.2], [114686.757, 484983.916], [114692.481, 484985.759], [114695.057, 484984.108]]",114686.033,484985.759,114695.057,484981.2
rijbaan_lokale_weg,"[[114701.471, 484957.308], [114702.703, 484953.447], [114697.289, 484951.734], [114696.061, 484955.582], [114701.471, 484957.308]]",114696.061,484957.308,114702.703,484951.734
rijbaan_lokale_weg,"[[114698.204, 484981.331], [114691.813, 484979.284], [114685.586, 484977.29], [114685.34, 484978.045], [114685.178, 484977.992], [114686.033, 484981.2], [114695.057, 484984.108], [114698.103, 484982.157], [114697.941, 484982.105], [114698.204, 484981.331]]",114685.178,484984.108,114698.204,484977.29
