bgt_name,polygon,x_min,y_max,x_max,y_min
rijbaan_lokale_weg,"[[114714.958, 484915.959], [114730.293, 484868.132], [114730.593, 484867.581], [114730.592851, 484867.5201428], [114730.5965225, 484867.4593963], [114730.604, 484867.399], [114730.6152755, 484867.3390946], [114730.6302953, 484867.2800167], [114730.649, 484867.222], [114730.719, 484867.019], [114730.909, 484866.364], [114731.728, 484863.85], [114732.347, 484861.908], [114732.696, 484860.836], [114733.041, 484859.662], [114749.895, 484807.673], [114749.8906626, 484807.5908719], [114749.8933357, 484807.5086728], [114749.903, 484807.427], [114749.9195878, 484807.3464365], [114749.9429778, 484807.2675788], [114749.973, 484807.191], [114751.607, 484802.127], [114751.8090901, 484801.686291], [114752.0494854, 484801.2652508], [114752.3262898, 484800.8672004], [114752.6373198, 484800.4952795], [114752.9801222, 484800.1524219], [114753.3519928, 484799.8413319], [114753.7499986, 484799.5644633], [114754.171, 484799.324], [114754.6109777, 484799.1221225], [114755.0671096, 484798.9600156], [114755.5358088, 484798.8389539], [114756.0133899, 484798.7598894], [114756.4960975, 484798.7234438], [114756.9801359, 484798.7299038], [114757.461699, 484798.7792184], [114757.937, 484798.871], [114757.999, 484798.886], [114758.563, 484799.071], [114763.659, 484800.743], [114763.85, 484800.805], [114763.903066, 484800.8297424], [114763.9544674, 484800.8577796], [114764.004, 484800.889], [114764.0516689, 484800.9234355], [114764.0970629, 484800.9608188], [114764.14, 484801.001], [114776.868, 484805.049], [114779.138, 484805.771], [114779.1671848, 484805.7748858], [114779.196199, 484805.7798882], [114779.225, 484805.786], [114779.2536473, 484805.79324], [114779.2819946, 484805.8015774], [114779.31, 484805.811], [114796.075, 484811.186], [114797.852, 484805.642], [114790.202, 484803.195], [114779.132, 484799.644], [114777.642, 484799.166], [114765.211, 484795.18], [114758.274, 484792.968], [114758.0342713, 484792.8592476], [114757.8044081, 484792.7309518], [114757.586, 484792.584], [114757.3773227, 484792.4165843], [114757.1835279, 484792.2321451], [114757.006, 484792.032], [114756.6, 484791.576], [114749.17, 484789.511], [114749.1603204, 484789.734886], [114749.1399717, 484789.9580554], [114749.109, 484790.18], [114749.067436, 484790.4004017], [114749.0153965, 484790.6185675], [114748.953, 484790.834], [114746.113, 484799.584], [114744.229, 484805.388], [114744.2113161, 484805.4458591], [114744.1902923, 484805.5025899], [114744.166, 484805.558], [114744.1384137, 484805.6120983], [114744.1077121, 484805.6644914], [114744.074, 484805.715], [114727.347, 484857.82], [114727.08, 484858.608], [114726.964, 484858.949], [114724.975, 484865.147], [114709.226, 484913.974], [114709.2202425, 484914.0247373], [114709.2119019, 484914.0751144], [114709.201, 484914.125], [114709.1875044, 484914.1744664], [114709.1714903, 484914.2231757], [114709.153, 484914.271], [114708.791, 484915.387], [114705.207, 484926.56], [114703.21, 484932.831], [114703.1870943, 484932.9029131], [114703.1586726, 484932.9728299], [114703.1249065, 484933.0403282], [114703.086, 484933.105], [114703.0421674, 484933.1664817], [114702.99369, 484933.2243717], [114702.9408611, 484933.2783198], [114702.884, 484933.328], [114697.289, 484951.734], [114702.703, 484953.447], [114708.89, 484934.838], [114708.8939898, 484934.8185907], [114708.8983236, 484934.7992554], [114708.903, 484934.78], [114708.907997, 484934.7609067], [114708.9133309, 484934.7419047], [114708.919, 484934.723], [114710.962, 484928.389], [114714.521, 484917.26], [114714.958, 484915.959]]",114697.289,484953.447,114797.852,484789.511
parkeervlak,"[[114714.958, 484915.959], [114714.9870039, 484915.8834675], [114715.0223353, 484915.8106797], [114715.0637374, 484915.7411653], [114715.1109094, 484915.6754296], [114715.1635084, 484915.6139501], [114715.2211524, 484915.5571738], [114715.2834223, 484915.505513], [114715.3498658, 484915.4593432], [114715.42, 484915.419], [114715.4932708, 484915.3847949], [114715.5691871, 484915.3569504], [114715.6471979, 484915.3356687], [114715.7267371, 484915.3211042], [114715.8072272, 484915.3133626], [114715.8880842, 484915.3125], [114715.9687212, 484915.3185228], [114716.0485529, 484915.3313873], [114716.127, 484915.351], [114719.594, 484916.374], [114734.409, 484870.566], [114734.429372, 484870.4682008], [114734.4409304, 484870.3689733], [114734.443583, 484870.2691101], [114734.4373086, 484870.1694088], [114734.4221572, 484870.0706661], [114734.3982499, 484869.9736705], [114734.3657777, 484869.8791969], [114734.325, 484869.788], [114734.2782865, 484869.704121], [114734.224547, 484869.6245602], [114734.1641781, 484869.5499047], [114734.0976251, 484869.4807054], [114734.0253792, 484869.4174728], [114733.9479733, 484869.3606733], [114733.8659786, 484869.3107263], [114733.78, 484869.268], [114731.303, 484868.471], [114731.2264153, 484868.4470702], [114731.1521024, 484868.4168141], [114731.0805828, 484868.380444], [114731.0123584, 484868.3382151], [114730.947908, 484868.290424], [114730.887684, 484868.2374059], [114730.8321091, 484868.179533], [114730.7815734, 484868.1172114], [114730.7364314, 484868.0508785], [114730.697, 484867.981], [114730.6624044, 484867.9052362], [114730.6345221, 484867.8267532], [114730.6135638, 484867.7461445], [114730.5996882, 484867.6640197], [114730.593, 484867.581], [114730.293, 484868.132], [114714.958, 484915.959]]",114714.958,484916.374,114734.443583,484867.581
parkeervlak,"[[114709.226, 484913.974], [114724.975, 484865.147], [114724.92, 484865.291], [114724.8968407, 484865.3743697], [114724.8663964, 484865.4553636], [114724.8289059, 484865.5333464], [114724.7846631, 484865.6077066], [114724.734015, 484865.677861], [114724.6773589, 484865.7432594], [114724.6151391, 484865.8033889], [114724.5478436, 484865.8577779], [114724.476, 484865.906], [114724.3982332, 484865.9486305], [114724.3169212, 484865.9840341], [114724.232734, 484866.0119189], [114724.1463652, 484866.0320553], [114724.0585263, 484866.0442773], [114723.9699411, 484866.0484844], [114723.8813393, 484866.0446417], [114723.7934509, 484866.032781], [114723.707, 484866.013], [114721.167, 484865.201], [114721.0832764, 484865.1747914], [114720.9975025, 484865.1563695], [114720.9104009, 484865.1458892], [114720.8227053, 484865.1434391], [114720.7351543, 484865.1490396], [114720.6484857, 484865.1626436], [114720.5634293, 484865.1841365], [114720.4807018, 484865.2133373], [114720.401, 484865.25], [114720.3317575, 484865.289532], [114720.2660505, 484865.3346974], [114720.2043364, 484865.3851818], [114720.1470444, 484865.440634], [114720.0945734, 484865.5006682], [114720.0472882, 484865.5648665], [114720.005518, 484865.6327824], [114719.9695535, 484865.7039432], [114719.9396448, 484865.7778538], [114719.916, 484865.854], [114705.396, 484910.916], [114705.3718782, 484910.9987653], [114705.3550859, 484911.0833229], [114705.3457516, 484911.1690249], [114705.3439469, 484911.2552148], [114705.3496856, 484911.3412324], [114705.3629237, 484911.4264188], [114705.3835599, 484911.5101213], [114705.411436, 484911.5916988], [114705.4463385, 484911.6705263], [114705.488, 484911.746], [114705.5370595, 484911.8188379], [114705.5924117, 484911.8870165], [114705.6536166, 484911.9499939], [114705.7201876, 484912.0072694], [114705.7915956, 484912.0583878], [114705.8672729, 484912.1029426], [114705.946618, 484912.1405798], [114706.029, 484912.171], [114708.567, 484912.961], [114708.6437204, 484912.9910473], [114708.7176521, 484913.0274197], [114708.7882748, 484913.0698612], [114708.8550914, 484913.1180732], [114708.9176315, 484913.1717162], [114708.9754551, 484913.2304127], [114709.0281552, 484913.2937496], [114709.0753606, 484913.361281], [114709.1167393, 484913.4325316], [114709.152, 484913.507], [114709.1800094, 484913.5814712], [114709.2018985, 484913.6579652], [114709.2175238, 484913.7359802], [114709.2267826, 484913.8150039], [114709.2296142, 484913.8945178], [114709.226, 484913.974]]",114705.3439469,484913.974,114724.975,484865.1434391
parkeervlak,"[[114702.703, 484953.447], [114706.282, 484954.56], [114706.3667682, 484954.5840949], [114706.4533642, 484954.6004461], [114706.5410819, 484954.6089203], [114706.6292065, 484954.6094483], [114706.7170195, 484954.6020258], [114706.8038052, 484954.5867135], [114706.888856, 484954.563636], [114706.9714788, 484954.5329816], [114707.051, 484954.495], [114707.1262733, 484954.4503278], [114707.1972419, 484954.3990918], [114707.2633352, 484954.341704], [114707.3240216, 484954.278626], [114707.378813, 484954.210365], [114707.427269, 484954.1374699], [114707.4689997, 484954.0605269], [114707.5036697, 484953.9801548], [114707.531, 484953.897], [114712.66, 484937.967], [114712.6829907, 484937.8831871], [114712.6984739, 484937.7976684], [114712.7063278, 484937.7111151], [114712.706491, 484937.6242062], [114712.6989621, 484937.537624], [114712.6838002, 484937.4520477], [114712.6611243, 484937.3681491], [114712.6311124, 484937.2865865], [114712.594, 484937.208], [114712.5498437, 484937.1326437], [114712.4991603, 484937.0615133], [114712.4423515, 484936.9951724], [114712.3798676, 484936.934147], [114712.3122038, 484936.8789205], [114712.2398964, 484936.8299309], [114712.1635185, 484936.7875662], [114712.0836754, 484936.7521624], [114712.001, 484936.724], [114709.599, 484935.972], [114709.5159801, 484935.9455688], [114709.4356267, 484935.9118901], [114709.3585711, 484935.8712287], [114709.2854187, 484935.8239039], [114709.2167441, 484935.7702875], [114709.1530869, 484935.7108008], [114709.0949471, 484935.645911], [114709.0427815, 484935.576128], [114708.997, 484935.502], [114708.9585142, 484935.4253422], [114708.9268578, 484935.3456211], [114708.9022719, 484935.2634438], [114708.8849437, 484935.179436], [114708.8750052, 484935.0942374], [114708.872532, 484935.0084968], [114708.877543, 484934.922867], [114708.89, 484934.838], [114702.703, 484953.447]]",114702.703,484954.6094483,114712.706491,484934.838
parkeervlak,"[[114697.289, 484951.734], [114702.884, 484933.328], [114702.827473, 484933.3705651], [114702.7680376, 484933.4089644], [114702.706, 484933.443], [114702.6295549, 484933.4774441], [114702.5504587, 484933.5052657], [114702.4692839, 484933.5262633], [114702.3866181, 484933.5402849], [114702.3030595, 484933.5472292], [114702.2192132, 484933.5470457], [114702.1356858, 484933.5397359], [114702.0530821, 484933.5253526], [114701.972, 484933.504], [114699.429, 484932.68], [114699.3449013, 484932.6570815], [114699.2591016, 484932.641711], [114699.1722769, 484932.6340096], [114699.0851113, 484932.6340379], [114698.9982917, 484932.6417958], [114698.912502, 484932.657222], [114698.8284182, 484932.6801952], [114698.746703, 484932.7105342], [114698.668, 484932.748], [114698.5911783, 484932.7934411], [114698.5187999, 484932.8456699], [114698.4514628, 484932.9042549], [114698.3897233, 484932.968712], [114698.3340916, 484933.0385087], [114698.2850271, 484933.1130685], [114698.2429353, 484933.1917752], [114698.2081638, 484933.2739788], [114698.181, 484933.359], [114692.965, 484949.66], [114692.9768864, 484949.7574969], [114692.9975335, 484949.853521], [114693.0267723, 484949.9472869], [114693.0643636, 484950.0380273], [114693.11, 484950.125], [114693.1615693, 484950.2050454], [114693.2199524, 484950.2802655], [114693.2847003, 484950.3500822], [114693.3553152, 484950.4139585], [114693.4312543, 484950.4714034], [114693.5119336, 484950.5219752], [114693.5967328, 484950.5652851], [114693.685, 484950.601], [114697.289, 484951.734]]",114692.965,484951.734,114702.884,484932.6340096
