bgt_name,polygon,x_min,y_max,x_max,y_min
rijbaan_lokale_weg,"[[114670.662, 484969.036], [114666.923, 484967.827], [114606.709, 484948.507], [114604.898, 484947.885], [114599.559, 484946.182], [114597.665, 484951.87], [114598.538, 484952.095], [114602.815, 484953.465], [114613.92, 484957.031], [114649.793, 484968.548], [114664.787, 484973.335], [114665.048, 484973.403], [114667.413, 484973.815], [114668.918, 484974.054], [114678.667, 484975.838], [114683.677, 484976.781], [114684.085, 484976.869], [114685.586, 484977.29], [114691.813, 484979.284], [114693.569, 484973.801], [114667.752, 484965.468], [114671.265, 484967.156], [114676.856, 484969.777], [114676.9000569, 484969.8055179], [114676.9415515, 484969.83765], [114676.9801883, 484969.8731673], [114677.0156917, 484969.9118168], [114677.0478089, 484969.953323], [114677.076311, 484969.9973901], [114677.1009947, 484970.0437041], [114677.1216844, 484970.091935], [114677.1382324, 484970.141739], [114677.1505209, 484970.1927613], [114677.1584623, 484970.2446382], [114677.162, 484970.297], [114677.161027, 484970.3508294], [114677.1554003, 484970.4043727], [114677.1451623, 484970.4572285], [114677.1303897, 484970.5090003], [114677.1111932, 484970.5592999], [114677.0877169, 484970.60775], [114677.0601367, 484970.6539873], [114677.0286596, 484970.697665], [114676.9935216, 484970.7384556], [114676.9549863, 484970.7760531], [114676.9133425, 484970.8101756], [114676.8689026, 484970.8405672], [114676.822, 484970.867], [114676.7751204, 484970.8861317], [114676.7267441, 484970.9010802], [114676.6772436, 484970.9117303], [114676.627, 484970.918], [114676.5765674, 484970.9198423], [114676.5261668, 484970.917271], [114676.4761835, 484970.9103058], [114676.427, 484970.899], [114670.662, 484969.036]]",114597.665,484979.284,114693.569,484946.182
rijbaan_regionale_weg,"[[114550.95, 484941.449], [114553.189, 484934.518], [114545.129, 484931.934], [114542.895, 484938.881], [114550.814, 484941.427], [114550.95, 484941.449]]",114542.895,484941.449,114553.189,484931.934
rijbaan_regionale_weg,"[[114556.333, 484924.788], [114559.096, 484916.236], [114551.009, 484913.65], [114548.257, 484922.207], [114556.333, 484924.788]]",114548.257,484924.788,114559.096,484913.65
rijbaan_regionale_weg,"[[114598.528, 484914.114], [114613.824, 484865.819], [114619.308, 484848.463], [114621.284, 484842.412], [114626.226, 484828.205], [114626.646, 484827.122], [114628.6270195, 484822.629017], [114630.7450182, 484818.1989586], [114632.998, 484813.836], [114633.3686504, 484813.1485098], [114633.7426534, 484812.4628377], [114634.12, 484811.779], [114630.554, 484809.871], [114630.0613454, 484810.7426558], [114629.5716768, 484811.6159925], [114629.085, 484812.491], [114627.6143848, 484815.1788452], [114626.1719987, 484817.881944], [114624.758, 484820.6], [114619.829, 484830.27], [114616.266, 484837.455], [114614.275469, 484841.6266968], [114612.3519714, 484845.8297225], [114610.496, 484850.063], [114608.7145728, 484854.3094926], [114607.0010942, 484858.583855], [114605.356, 484862.885], [114604.877, 484864.178], [114596.971, 484889.007], [114594.511, 484896.669], [114592.18, 484904.153], [114589.843, 484911.443], [114587.924, 484917.12], [114587.641, 484918.099], [114596.849, 484920.97], [114596.8022516, 484920.9460166], [114596.7576522, 484920.9182407], [114596.7155086, 484920.8868635], [114596.676111, 484920.8521009], [114596.6397305, 484920.8141922], [114596.6066175, 484920.7733983], [114596.577, 484920.73], [114596.5481623, 484920.6785385], [114596.524238, 484920.6246169], [114596.5054347, 484920.5687033], [114596.4919154, 484920.5112826], [114596.4837974, 484920.4528532], [114596.4811513, 484920.3939219], [114596.484, 484920.335], [114597.897, 484916.106], [114598.528, 484914.114]]",114587.641,484920.97,114634.12,484809.871
rijbaan_regionale_weg,"[[114595.121, 484888.444], [114605.635, 484855.705], [114607.3967304, 484850.4569273], [114609.2740362, 484845.249079], [114611.266, 484840.084], [114613.4085355, 484834.8773147], [114615.6675828, 484829.7201125], [114618.042, 484824.615], [114618.8595989, 484822.9257372], [114619.689948, 484821.2427051], [114620.533, 484819.566], [114621.3284398, 484818.0123419], [114622.1347864, 484816.4643164], [114622.952, 484814.922], [114623.444, 484814.073], [114624.3612558, 484812.4391815], [114625.2875987, 484810.8104979], [114626.223, 484809.187], [114626.493588, 484808.7212323], [114626.7649216, 484808.2558986], [114627.037, 484807.791], [114623.478, 484805.787], [114619.3787917, 484813.1997215], [114615.5178185, 484820.7392729], [114611.899, 484828.398], [114608.9429507, 484835.1698959], [114606.1762383, 484842.0213268], [114603.601, 484848.947], [114602.018, 484853.691], [114592.244, 484884.144], [114587.641, 484898.517], [114585.158, 484906.163], [114584.197, 484909.147], [114584.173, 484909.224], [114583.306, 484912.065], [114583.0695731, 484912.6277609], [114582.8070477, 484913.1788308], [114582.519, 484913.717], [114582.2995321, 484914.0903008], [114582.0677801, 484914.4561022], [114581.824, 484914.814], [114581.602, 484915.093], [114580.871, 484915.895], [114585.861, 484917.551], [114586.16, 484916.621], [114587.981, 484910.854], [114590.312, 484903.532], [114592.657, 484896.059], [114595.121, 484888.444]]",114580.871,484917.551,114627.037,484805.787
rijbaan_regionale_weg,"[[114526.763, 484905.901], [114510.42, 484900.684], [114507.149, 484899.636], [114506.8167364, 484899.5543115], [114506.4823157, 484899.4819593], [114506.146, 484899.419], [114505.8374244, 484899.36975], [114505.5276902, 484899.3284077], [114505.217, 484899.295], [114501.024, 484898.863], [114491.779, 484897.937], [114491.330809, 484897.896534], [114490.8842958, 484897.8405114], [114490.44, 484897.769], [114489.9172883, 484897.6643646], [114489.3993288, 484897.5382933], [114488.887, 484897.391], [114478.427, 484893.968], [114478.385, 484893.954], [114476.505, 484893.366], [114472.688, 484892.173], [114470.818, 484891.605], [114461.761, 484888.669], [114459.637, 484887.994], [114457.952, 484887.516], [114440.514, 484881.893], [114420.937, 484875.684], [114411.317, 484872.582], [114410.009, 484876.391], [114426.109, 484881.543], [114427.097, 484881.797], [114465.789, 484894.184], [114466.741, 484894.544], [114466.9598202, 484894.6476779], [114467.1692022, 484894.7692944], [114467.3676786, 484894.9079973], [114467.5538586, 484895.0628146], [114467.7264374, 484895.2326613], [114467.8842058, 484895.4163473], [114468.026058, 484895.6125853], [114468.151, 484895.82], [114468.2601707, 484896.0417015], [114468.350019, 484896.2719124], [114468.4198892, 484896.5089523], [114468.4692713, 484896.7510911], [114468.4978048, 484896.9965613], [114468.5052815, 484897.2435712], [114468.4916467, 484897.4903178], [114468.457, 484897.735], [114468.168, 484898.705], [114476.48, 484901.362], [114476.7297408, 484901.0178996], [114477.0082527, 484900.6966418], [114477.3134566, 484900.4006247], [114477.643074, 484900.1320583], [114477.9946441, 484899.8929476], [114478.3655424, 484899.6850775], [114478.753, 484899.51], [114479.1422503, 484899.3726433], [114479.5416429, 484899.2683923], [114479.9483674, 484899.1979803], [114480.3595621, 484899.161903], [114480.7723338, 484899.1604141], [114481.1837781, 484899.1935241], [114481.591, 484899.261], [114482.177, 484899.424], [114486.892, 484900.891], [114488.634, 484901.411], [114525.588, 484911.817], [114525.6708551, 484911.8456528], [114525.7507563, 484911.8817323], [114525.8270396, 484911.9249388], [114525.899071, 484911.974913], [114525.9662517, 484912.0312397], [114526.0280233, 484912.0934507], [114526.0838726, 484912.1610288], [114526.1333352, 484912.2334125], [114526.176, 484912.31], [114526.2115191, 484912.390172], [114526.2395876, 484912.4732462], [114526.2599719, 484912.5585318], [114526.2725027, 484912.6453196], [114526.2770757, 484912.7328882], [114526.2736529, 484912.8205092], [114526.2622628, 484912.9074541], [114526.243, 484912.993], [114524.991, 484916.956], [114528.379, 484918.057], [114529.623, 484914.235], [114529.6443028, 484914.1602168], [114529.6717649, 484914.0874696], [114529.705195, 484914.0172645], [114529.7443606, 484913.9500901], [114529.788989, 484913.8864141], [114529.8387697, 484913.8266796], [114529.8933562, 484913.7713022], [114529.9523685, 484913.7206675], [114530.015396, 484913.6751278], [114530.082, 484913.635], [114530.1548548, 484913.5991801], [114530.2305502, 484913.5698358], [114530.308512, 484913.5471897], [114530.3881486, 484913.5314136], [114530.468856, 484913.5226271], [114530.5500219, 484913.520897], [114530.6310303, 484913.5262363], [114530.7112669, 484913.5386045], [114530.7901229, 484913.5579079], [114530.867, 484913.584], [114531.059, 484913.705], [114536.786, 484918.586], [114546.6, 484921.677], [114548.257, 484922.207], [114551.009, 484913.65], [114541.272, 484910.538], [114533.387, 484907.95], [114533.36, 484907.939], [114533.334, 484907.927], [114526.763, 484905.901]]",114410.009,484922.207,114551.009,484872.582
rijbaan_regionale_weg,"[[114582.937, 484934.062], [114580.5214749, 484933.6228049], [114578.1132702, 484933.1450976], [114575.713, 484932.629], [114573.5614956, 484932.1321426], [114571.4173482, 484931.6044396], [114569.281, 484931.046], [114567.44, 484936.821], [114570.0661677, 484937.6050869], [114572.7121156, 484938.3195862], [114575.376, 484938.964], [114577.5186513, 484939.4287407], [114579.6706378, 484939.8481364], [114581.831, 484940.222], [114584.1007637, 484940.5814829], [114586.3658805, 484940.9691695], [114588.626, 484941.385], [114591.4633994, 484941.9483605], [114594.2916305, 484942.5560768], [114597.11, 484943.208], [114598.593, 484943.55], [114600.276, 484943.978], [114602.408, 484937.851], [114598.7457387, 484937.0792305], [114595.0780085, 484936.3338843], [114591.405, 484935.615], [114588.5852094, 484935.081732], [114585.762514, 484934.5640601], [114582.937, 484934.062]]",114567.44,484943.978,114602.408,484931.046
rijbaan_regionale_weg,"[[114597.665, 484951.87], [114599.559, 484946.182], [114596.484, 484945.159], [114596.4446302, 484945.1428547], [114596.4067522, 484945.1234661], [114596.3706328, 484945.1009707], [114596.3365262, 484945.0755268], [114596.3046725, 484945.0473134], [114596.2752958, 484945.0165293], [114596.2486029, 484944.983391], [114596.2247817, 484944.9481318], [114596.204, 484944.911], [114596.1864258, 484944.8723108], [114596.1721519, 484944.8322862], [114596.1612785, 484944.7912073], [114596.153882, 484944.7493623], [114596.1500143, 484944.707045], [114596.1497025, 484944.6645525], [114596.1529489, 484944.6221831], [114596.1597306, 484944.5802341], [114596.17, 484944.539], [114596.526, 484943.502], [114596.5464823, 484943.4608655], [114596.5705467, 484943.4217185], [114596.5980018, 484943.3848703], [114596.6286296, 484943.3506137], [114596.6621865, 484943.3192209], [114596.6984059, 484943.2909414], [114596.737, 484943.266], [114596.7749281, 484943.2458916], [114596.8143979, 484943.2290091], [114596.8551356, 484943.2154694], [114596.8968588, 484943.2053665], [114596.9392778, 484943.1987705], [114596.9820987, 484943.1957272], [114597.0250243, 484943.1962575], [114597.0677568, 484943.200358], [114597.11, 484943.208], [114594.2916305, 484942.5560768], [114591.4633994, 484941.9483605], [114588.626, 484941.385], [114586.3658805, 484940.9691695], [114584.1007637, 484940.5814829], [114581.831, 484940.222], [114580.459, 484947.864], [114580.5311935, 484947.9010828], [114580.6000999, 484947.9439656], [114580.6652543, 484947.9923591], [114580.7262171, 484948.0459369], [114580.7825769, 484948.1043373], [114580.8339534, 484948.1671663], [114580.88, 484948.234], [114580.9203743, 484948.3043266], [114580.9548455, 484948.3777272], [114580.9831814, 484948.4537073], [114581.0051912, 484948.5317553], [114581.0207266, 484948.6113452], [114581.029683, 484948.6919411], [114581.032, 484948.773], [114581.030479, 484948.8329242], [114581.0254733, 484948.8926584], [114581.017, 484948.952], [114581.0050611, 484949.0108621], [114580.9897103, 484949.068928], [114580.971, 484949.126], [114579.551, 484953.289], [114579.24, 484954.2], [114578.602, 484956.137], [114582.562, 484957.402], [114586.554, 484954.591], [114586.564769, 484954.5800968], [114586.5757707, 484954.5694285], [114586.587, 484954.559], [114586.5981298, 484954.5490963], [114586.6094648, 484954.5394283], [114586.621, 484954.53], [114588.201, 484953.439], [114588.2098784, 484953.4337831], [114588.2188801, 484953.4287822], [114588.228, 484953.424], [114588.2372278, 484953.4194418], [114588.246563, 484953.4151076], [114588.256, 484953.411], [114588.858, 484953.035], [114589.861, 484952.559], [114590.902, 484952.174], [114591.974, 484951.884], [114593.068, 484951.692], [114594.221, 484951.598], [114594.7207624, 484951.588066], [114595.2205914, 484951.5937345], [114595.72, 484951.615], [114596.2027717, 484951.6504399], [114596.6842517, 484951.7004551], [114597.164, 484951.765], [114597.665, 484951.87]]",114578.602,484957.402,114599.559,484940.222
rijbaan_regionale_weg,"[[114604.217, 484931.847], [114603.6508204, 484931.5823468], [114603.0983728, 484931.29011], [114602.561, 484930.971], [114602.0305761, 484930.6191962], [114601.5184791, 484930.2412119], [114601.026, 484929.838], [114600.991576, 484929.8029971], [114600.9600711, 484929.7653453], [114600.9316884, 484929.7252874], [114600.9066108, 484929.6830816], [114600.885, 484929.639], [114600.8670138, 484929.5933797], [114600.8527412, 484929.5464648], [114600.842274, 484929.4985571], [114600.8356794, 484929.4499646], [114600.833, 484929.401], [114597.775, 484925.152], [114597.7443355, 484925.1286246], [114597.7156092, 484925.1029046], [114597.689, 484925.075], [114597.6649049, 484925.0453931], [114597.6431941, 484925.0139959], [114597.624, 484924.981], [114597.407, 484924.341], [114597.4052288, 484924.3287166], [114597.4038949, 484924.3163781], [114597.403, 484924.304], [114597.4025405, 484924.2913361], [114597.4025405, 484924.2786639], [114597.403, 484924.266], [114596.849, 484920.97], [114587.641, 484918.099], [114586.925, 484920.51], [114585.723, 484924.362], [114585.7032661, 484924.4035313], [114585.6798928, 484924.4431288], [114585.6530678, 484924.4804744], [114585.6230067, 484924.5152681], [114585.5899508, 484924.5472304], [114585.5541659, 484924.5761045], [114585.5159393, 484924.6016584], [114585.4755782, 484924.6236869], [114585.4334068, 484924.642013], [114585.3897639, 484924.6564895], [114585.345, 484924.667], [114585.3010919, 484924.6733017], [114585.2568035, 484924.6757868], [114585.212466, 484924.6744368], [114585.1684109, 484924.6692617], [114585.1249675, 484924.6603003], [114585.0824607, 484924.6476196], [114585.0412082, 484924.6313143], [114585.0015184, 484924.6115063], [114584.963688, 484924.5883439], [114584.928, 484924.562], [114584.8818219, 484924.5360976], [114584.8371116, 484924.5077366], [114584.794, 484924.477], [114584.7528004, 484924.4441356], [114584.7134291, 484924.4091017], [114584.676, 484924.372], [114582.937, 484934.062], [114585.762514, 484934.5640601], [114588.5852094, 484935.081732], [114591.405, 484935.615], [114595.0780085, 484936.3338843], [114598.7457387, 484937.0792305], [114602.408, 484937.851], [114602.535, 484937.486], [114602.94, 484936.194], [114604.217, 484931.847]]",114582.937,484937.851,114604.217,484918.099
rijbaan_regionale_weg,"[[114580.459, 484947.864], [114581.831, 484940.222], [114579.6706378, 484939.8481364], [114577.5186513, 484939.4287407], [114575.376, 484938.964], [114572.7121156, 484938.3195862], [114570.0661677, 484937.6050869], [114567.44, 484936.821], [114566.868, 484938.909], [114565.97, 484938.617], [114565.919, 484938.601], [114562.144, 484937.394], [114554.818, 484935.041], [114553.189, 484934.518], [114550.95, 484941.449], [114559.549, 484942.856], [114559.589, 484942.863], [114560.352, 484943.093], [114562.249, 484943.719], [114562.5165493, 484943.8286425], [114562.7809506, 484943.9456726], [114563.042, 484944.07], [114563.3821738, 484944.2456958], [114563.7156575, 484944.4337806], [114564.042, 484944.634], [114564.832, 484945.181], [114567.459, 484947.923], [114567.4960277, 484947.956557], [114567.5294752, 484947.9936837], [114567.559, 484948.034], [114567.5841681, 484948.0768404], [114567.6049048, 484948.1219927], [114567.621, 484948.169], [114567.896, 484948.634], [114567.9052899, 484948.6499975], [114567.9139608, 484948.6663389], [114567.922, 484948.683], [114567.9293078, 484948.6997439], [114567.9359776, 484948.716752], [114567.942, 484948.734], [114568.547, 484949.755], [114568.5665606, 484949.796514], [114568.5822706, 484949.8396328], [114568.594, 484949.884], [114568.6012393, 484949.9259732], [114568.6049147, 484949.9684072], [114568.605, 484950.011], [114569.651, 484953.198], [114576.804, 484955.516], [114577.439, 484953.638], [114577.641, 484953.009], [114577.749, 484952.674], [114579.091, 484948.493], [114579.1171768, 484948.4131711], [114579.1500357, 484948.3358525], [114579.1893395, 484948.2616023], [114579.2348045, 484948.1909566], [114579.2861024, 484948.1244254], [114579.3428629, 484948.0624889], [114579.4046762, 484948.0055944], [114579.4710962, 484947.9541525], [114579.5416433, 484947.9085347], [114579.6158081, 484947.8690702], [114579.6930554, 484947.8360439], [114579.7728274, 484947.8096942], [114579.8545483, 484947.7902115], [114579.9376281, 484947.7777363], [114580.021467, 484947.7723587], [114580.1054597, 484947.7741175], [114580.189, 484947.783], [114580.2814418, 484947.801364], [114580.3717152, 484947.828446], [114580.459, 484947.864]]",114550.95,484955.516,114581.831,484934.518
