bgt_name,polygon,x_min,y_max,x_max,y_min
rijbaan_lokale_weg,"[[114655.642, 485099.86], [114661.87, 485080.632], [114665.074, 485070.621], [114665.428, 485069.528], [114668.955, 485058.652], [114672.185, 485048.659], [114673.831, 485043.562], [114674.594, 485041.199], [114676.898, 485034.067], [114678.584, 485028.848], [114690.902, 484990.652], [114685.16, 484988.818], [114682.631, 484996.582], [114682.6282001, 484996.6044108], [114682.6248661, 484996.6267484], [114682.621, 484996.649], [114682.6165408, 484996.6714521], [114682.6115398, 484996.6937898], [114682.606, 484996.716], [114682.255, 484997.818], [114680.755, 485002.435], [114680.362, 485003.746], [114672.863, 485026.956], [114671.164, 485032.236], [114670.477, 485034.369], [114669.957, 485035.987], [114668.844, 485039.443], [114668.114, 485041.711], [114666.443, 485046.9], [114658.994, 485069.956], [114656.14, 485078.791], [114649.904, 485098.031], [114639.727, 485129.679], [114645.458, 485131.486], [114655.642, 485099.86]]",114639.727,485131.486,114690.902,484988.818
parkeervlak,"[[114678.584, 485028.848], [114682.205, 485029.988], [114682.2853888, 485030.0041884], [114682.3669977, 485030.0122155], [114682.449, 485030.012], [114682.5308836, 485030.0034948], [114682.6114911, 485029.9867712], [114682.69, 485029.962], [114682.7222695, 485029.9490242], [114682.7539554, 485029.9346821], [114682.785, 485029.919], [114682.8486509, 485029.8813154], [114682.9086193, 485029.83801], [114682.9644104, 485029.7894411], [114683.0155635, 485029.7360097], [114683.0616568, 485029.6781565], [114683.1023096, 485029.6163591], [114683.1371866, 485029.5511275], [114683.166, 485029.483], [114684.091, 485026.615], [114694.967, 484992.905], [114694.9830425, 484992.8375422], [114694.9940625, 484992.7690844], [114695.0, 484992.7], [114695.0008161, 484992.6304087], [114694.9964748, 484992.5609481], [114694.987, 484992.492], [114694.9698048, 484992.4104603], [114694.9456099, 484992.330717], [114694.9145972, 484992.2533697], [114694.877, 484992.179], [114694.8323001, 484992.1069939], [114694.7814296, 484992.0392064], [114694.7247842, 484991.9761646], [114694.6628046, 484991.9183591], [114694.5959727, 484991.8662394], [114694.5248086, 484991.8202109], [114694.4498656, 484991.7806317], [114694.3717268, 484991.7478096], [114694.291, 484991.722], [114690.902, 484990.652], [114678.584, 485028.848]]",114678.584,485030.0122155,114695.0008161,484990.652
parkeervlak,"[[114672.863, 485026.956], [114680.362, 485003.746], [114680.335763, 485003.8119526], [114680.3040199, 485003.8754388], [114680.267, 485003.936], [114680.2249337, 485003.9932448], [114680.1781542, 485004.0467071], [114680.127, 485004.096], [114680.0805382, 485004.1338641], [114680.031452, 485004.1682578], [114679.98, 485004.199], [114679.9130941, 485004.2319073], [114679.8434924, 485004.2586446], [114679.7717624, 485004.278994], [114679.6984892, 485004.2927895], [114679.6242701, 485004.2999185], [114679.5497106, 485004.300323], [114679.4754186, 485004.2939997], [114679.402, 485004.281], [114676.444, 485003.319], [114676.3803484, 485003.3027214], [114676.3155478, 485003.2918867], [114676.2500628, 485003.2865736], [114676.1843631, 485003.2868202], [114676.1189198, 485003.2926247], [114676.0542024, 485003.3039455], [114675.9906748, 485003.3207015], [114675.9287927, 485003.3427724], [114675.869, 485003.37], [114675.8113262, 485003.4024363], [114675.7566261, 485003.4396692], [114675.7052977, 485003.4814277], [114675.6577144, 485003.5274082], [114675.6142222, 485003.5772762], [114675.5751376, 485003.6306689], [114675.5407449, 485003.6871978], [114675.5112943, 485003.7464519], [114675.487, 485003.808], [114670.613, 485018.939], [114669.114, 485023.602], [114668.729, 485024.763], [114668.709141, 485024.8328844], [114668.6954634, 485024.9042366], [114668.6880718, 485024.9765109], [114668.6870228, 485025.0491546], [114668.6923244, 485025.1216122], [114668.703936, 485025.1933295], [114668.7217689, 485025.2637582], [114668.7456867, 485025.3323596], [114668.7755064, 485025.3986091], [114668.811, 485025.462], [114668.8509008, 485025.5207126], [114668.8956682, 485025.5758047], [114668.9449754, 485025.6268738], [114668.9984622, 485025.6735472], [114669.0557383, 485025.7154841], [114669.1163854, 485025.7523783], [114669.1799607, 485025.7839605], [114669.246, 485025.81], [114672.863, 485026.956]]",114668.6870228,485026.956,114680.362,485003.2865736
parkeervlak,"[[114673.39, 485059.485], [114676.235, 485050.531], [114676.2479536, 485050.4783403], [114676.2561592, 485050.4247351], [114676.2595517, 485050.3706118], [114676.2581038, 485050.3164016], [114676.2518271, 485050.2625365], [114676.2407717, 485050.2094458], [114676.2250257, 485050.1575526], [114676.2047145, 485050.1072705], [114676.18, 485050.059], [114676.1500284, 485050.0116182], [114676.1158161, 485049.9672014], [114676.0776545, 485049.926128], [114676.0358687, 485049.8887477], [114675.9908147, 485049.8553791], [114675.9428762, 485049.8263063], [114675.8924615, 485049.8017769], [114675.84, 485049.782], [114674.556, 485049.387], [114672.185, 485048.659], [114668.955, 485058.652], [114670.47, 485059.144], [114672.638, 485059.849], [114672.6869827, 485059.8640786], [114672.7370952, 485059.8748214], [114672.7879545, 485059.8811462], [114672.8391719, 485059.8830048], [114672.8903558, 485059.8803829], [114672.9411151, 485059.8733006], [114672.9910619, 485059.8618119], [114673.0398144, 485059.8460048], [114673.087, 485059.826], [114673.1329408, 485059.8015478], [114673.1765319, 485059.7731175], [114673.2174298, 485059.7409332], [114673.2553122, 485059.7052487], [114673.2898806, 485059.666345], [114673.3208625, 485059.6245288], [114673.3480137, 485059.5801297], [114673.3711202, 485059.5334976], [114673.39, 485059.485]]",114668.955,485059.8830048,114676.2595517,485048.659
parkeervlak,"[[114656.14, 485078.791], [114658.994, 485069.956], [114666.443, 485046.9], [114662.679, 485045.749], [114662.6215689, 485045.7345271], [114662.5630498, 485045.7253996], [114662.503939, 485045.7216949], [114662.4447382, 485045.7234445], [114662.3859495, 485045.7306335], [114662.3280715, 485045.7432009], [114662.2715953, 485045.7610402], [114662.217, 485045.784], [114662.1700557, 485045.8087653], [114662.1253137, 485045.8373177], [114662.0830787, 485045.8694626], [114662.0436386, 485045.9049811], [114662.007262, 485045.9436312], [114661.9741968, 485045.9851496], [114661.9446682, 485046.0292535], [114661.9188773, 485046.0756423], [114661.897, 485046.124], [114655.655, 485065.431], [114654.097, 485070.282], [114652.009, 485076.786], [114651.9924792, 485076.8365585], [114651.98033, 485076.8883416], [114651.9726409, 485076.9409721], [114651.969468, 485076.9940666], [114651.9708343, 485077.0472383], [114651.9767299, 485077.1000997], [114651.9871118, 485077.1522659], [114652.0019044, 485077.2033567], [114652.021, 485077.253], [114652.0444769, 485077.3012363], [114652.0720154, 485077.3472747], [114652.1034115, 485077.3907739], [114652.1384326, 485077.4314117], [114652.176819, 485077.4688869], [114652.2182863, 485077.5029217], [114652.2625271, 485077.5332638], [114652.3092137, 485077.5596886], [114652.358, 485077.582], [114656.14, 485078.791]]",114651.969468,485078.791,114666.443,485045.7216949
